,고객ID,거래ID,거래날짜,제품ID,제품카테고리,수량,평균금액,배송료,쿠폰상태,총구매금액,구매횟수,평균구매금액,평균구매빈도,고객생애가치,거래날짜달기준,최초거래날짜,최초구매일로부터달,다음구매날짜,다음쿠폰상태,최종금액,재구매날까지의일,월,년,일,성별,고객지역,가입기간,쿠폰코드,할인율,오프라인비용,온라인비용,cluster
5839,USER_1120,Transaction_0843,2019-01-13,Product_1143,Office,4,5.77,35.96,Clicked,917.33,11,83.39363636363636,0.030136986301369864,3.979285388127854,2019-01-01,2019-01-01,1,2019-01-13,Clicked,23.08,0.0,1,2019,13,여,California,19,OFF10,10.0,5000,2449.65,3
5840,USER_1120,Transaction_0844,2019-01-13,Product_1046,Apparel,1,17.53,6.5,Clicked,917.33,11,83.39363636363636,0.030136986301369864,3.979285388127854,2019-01-01,2019-01-01,1,2019-01-13,Used,17.53,0.0,1,2019,13,여,California,19,SALE10,10.0,5000,2449.65,3
5841,USER_1120,Transaction_0845,2019-01-13,Product_0981,Nest-USA,2,153.71,6.5,Used,917.33,11,83.39363636363636,0.030136986301369864,3.979285388127854,2019-01-01,2019-01-01,1,2019-10-03,Clicked,307.42,263.0,1,2019,13,여,California,19,ELEC10,10.0,5000,2449.65,3
5842,USER_1120,Transaction_18191,2019-10-03,Product_0990,Nest,2,199.0,6.0,Clicked,917.33,11,83.39363636363636,0.030136986301369864,3.979285388127854,2019-10-01,2019-01-01,10,2019-10-03,Clicked,398.0,0.0,10,2019,3,여,California,19,NE10,10.0,3000,2015.98,3
5843,USER_1120,Transaction_18192,2019-10-03,Product_0976,Nest-USA,1,119.0,6.0,Clicked,917.33,11,83.39363636363636,0.030136986301369864,3.979285388127854,2019-10-01,2019-01-01,10,2019-10-03,Used,119.0,0.0,10,2019,3,여,California,19,ELEC10,10.0,3000,2015.98,3
5844,USER_1120,Transaction_18192,2019-10-03,Product_0983,Nest-USA,1,119.0,6.0,Used,917.33,11,83.39363636363636,0.030136986301369864,3.979285388127854,2019-10-01,2019-01-01,10,2019-10-03,Clicked,119.0,0.0,10,2019,3,여,California,19,ELEC10,10.0,3000,2015.98,3
5845,USER_1120,Transaction_18192,2019-10-03,Product_0990,Nest,1,199.0,6.0,Clicked,917.33,11,83.39363636363636,0.030136986301369864,3.979285388127854,2019-10-01,2019-01-01,10,2019-10-03,Clicked,199.0,0.0,10,2019,3,여,California,19,NE10,10.0,3000,2015.98,3
5846,USER_1120,Transaction_18192,2019-10-03,Product_0992,Nest,2,99.0,6.0,Clicked,917.33,11,83.39363636363636,0.030136986301369864,3.979285388127854,2019-10-01,2019-01-01,10,2019-10-03,Clicked,198.0,0.0,10,2019,3,여,California,19,NE10,10.0,3000,2015.98,3
5847,USER_0913,Transaction_0846,2019-01-13,Product_0522,Apparel,1,46.21,6.5,Clicked,668.06,8,83.5075,0.021917808219178082,1.8303013698630135,2019-01-01,2019-01-01,1,2019-01-13,Used,46.21,0.0,1,2019,13,남,New Jersey,12,SALE10,10.0,5000,2449.65,4
5848,USER_0913,Transaction_0846,2019-01-13,Product_0920,Headgear,1,20.62,6.5,Used,668.06,8,83.5075,0.021917808219178082,1.8303013698630135,2019-01-01,2019-01-01,1,2019-01-13,Used,20.62,0.0,1,2019,13,남,New Jersey,12,HGEAR10,10.0,5000,2449.65,4
5849,USER_0913,Transaction_0847,2019-01-13,Product_0519,Apparel,1,46.21,6.5,Used,668.06,8,83.5075,0.021917808219178082,1.8303013698630135,2019-01-01,2019-01-01,1,2019-01-13,Not Used,46.21,0.0,1,2019,13,남,New Jersey,12,SALE10,10.0,5000,2449.65,4
5850,USER_0913,Transaction_0847,2019-01-13,Product_0531,Apparel,1,74.27,6.5,Not Used,668.06,8,83.5075,0.021917808219178082,1.8303013698630135,2019-01-01,2019-01-01,1,2019-01-13,Not Used,74.27,0.0,1,2019,13,남,New Jersey,12,SALE10,10.0,5000,2449.65,4
5851,USER_0913,Transaction_0848,2019-01-13,Product_0976,Nest-USA,2,122.77,6.5,Not Used,668.06,8,83.5075,0.021917808219178082,1.8303013698630135,2019-01-01,2019-01-01,1,2019-01-13,Not Used,245.54,0.0,1,2019,13,남,New Jersey,12,ELEC10,10.0,5000,2449.65,4
5852,USER_0913,Transaction_0848,2019-01-13,Product_0985,Nest-USA,1,81.5,6.5,Not Used,668.06,8,83.5075,0.021917808219178082,1.8303013698630135,2019-01-01,2019-01-01,1,2019-01-13,Clicked,81.5,0.0,1,2019,13,남,New Jersey,12,ELEC10,10.0,5000,2449.65,4
5853,USER_0913,Transaction_0849,2019-01-13,Product_0976,Nest-USA,1,122.77,6.5,Clicked,668.06,8,83.5075,0.021917808219178082,1.8303013698630135,2019-01-01,2019-01-01,1,2019-01-13,Clicked,122.77,0.0,1,2019,13,남,New Jersey,12,ELEC10,10.0,5000,2449.65,4
5854,USER_0913,Transaction_0850,2019-01-13,Product_0981,Nest-USA,5,153.71,6.5,Clicked,668.06,8,83.5075,0.021917808219178082,1.8303013698630135,2019-01-01,2019-01-01,1,2019-01-13,Clicked,768.5500000000001,0.0,1,2019,13,남,New Jersey,12,ELEC10,10.0,5000,2449.65,4
5855,USER_0961,Transaction_0851,2019-01-13,Product_0981,Nest-USA,2,153.71,6.5,Not Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Not Used,307.42,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5856,USER_0961,Transaction_0852,2019-01-13,Product_0983,Nest-USA,2,122.77,6.5,Not Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,245.54,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5857,USER_0961,Transaction_0853,2019-01-13,Product_1029,Apparel,1,19.59,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,19.59,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5858,USER_0961,Transaction_0854,2019-01-13,Product_0981,Nest-USA,3,153.71,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,461.13,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5859,USER_0961,Transaction_0855,2019-01-13,Product_0907,Lifestyle,1,1.64,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,1.64,0.0,1,2019,13,여,California,43,EXTRA10,10.0,5000,2449.65,1
5860,USER_0961,Transaction_0855,2019-01-13,Product_0922,Apparel,1,9.07,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,9.07,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5861,USER_0961,Transaction_0855,2019-01-13,Product_0929,Headgear,1,18.15,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Not Used,18.15,0.0,1,2019,13,여,California,43,HGEAR10,10.0,5000,2449.65,1
5862,USER_0961,Transaction_0855,2019-01-13,Product_0976,Nest-USA,2,122.77,6.5,Not Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,245.54,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5863,USER_0961,Transaction_0855,2019-01-13,Product_0984,Nest-USA,1,81.5,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,81.5,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5864,USER_0961,Transaction_0855,2019-01-13,Product_0985,Nest-USA,1,81.5,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,81.5,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5865,USER_0961,Transaction_0856,2019-01-13,Product_0981,Nest-USA,1,153.71,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,153.71,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5866,USER_0961,Transaction_0856,2019-01-13,Product_0983,Nest-USA,1,122.77,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,122.77,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5867,USER_0961,Transaction_0857,2019-01-13,Product_0981,Nest-USA,1,153.71,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,153.71,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5868,USER_0961,Transaction_0858,2019-01-13,Product_0976,Nest-USA,1,122.77,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,122.77,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5869,USER_0961,Transaction_0859,2019-01-13,Product_0981,Nest-USA,1,153.71,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,153.71,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5870,USER_0961,Transaction_0859,2019-01-13,Product_0983,Nest-USA,1,122.77,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,122.77,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5871,USER_0961,Transaction_0860,2019-01-13,Product_0864,Bags,1,82.52,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,82.52,0.0,1,2019,13,여,California,43,AIO10,10.0,5000,2449.65,1
5872,USER_0961,Transaction_0861,2019-01-13,Product_0976,Nest-USA,1,122.77,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,122.77,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5873,USER_0961,Transaction_0861,2019-01-13,Product_0983,Nest-USA,2,122.77,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,245.54,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5874,USER_0961,Transaction_0862,2019-01-13,Product_0524,Apparel,1,42.91,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,42.91,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5875,USER_0961,Transaction_0862,2019-01-13,Product_0525,Apparel,2,42.91,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,85.82,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5876,USER_0961,Transaction_0863,2019-01-13,Product_0847,Bags,1,5.15,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,5.15,0.0,1,2019,13,여,California,43,AIO10,10.0,5000,2449.65,1
5877,USER_0961,Transaction_0863,2019-01-13,Product_0933,Office,1,6.18,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,6.18,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5878,USER_0961,Transaction_0864,2019-01-13,Product_0946,Office,1,5.67,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,5.67,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5879,USER_0961,Transaction_0865,2019-01-13,Product_0984,Nest-USA,2,81.5,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,163.0,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5880,USER_0961,Transaction_0866,2019-01-13,Product_0285,Apparel,1,14.02,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,14.02,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5881,USER_0961,Transaction_0867,2019-01-13,Product_0952,Office,2,11.34,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,22.68,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5882,USER_0961,Transaction_0867,2019-01-13,Product_0961,Notebooks & Journals,2,15.46,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,30.92,0.0,1,2019,13,여,California,43,NJ10,10.0,5000,2449.65,1
5883,USER_0961,Transaction_0868,2019-01-13,Product_0521,Apparel,1,46.21,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,46.21,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5884,USER_0961,Transaction_0868,2019-01-13,Product_0526,Apparel,1,42.91,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,42.91,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5885,USER_0961,Transaction_0869,2019-01-13,Product_0854,Bags,6,4.12,18.47,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,24.72,0.0,1,2019,13,여,California,43,AIO10,10.0,5000,2449.65,1
5886,USER_0961,Transaction_0869,2019-01-13,Product_0879,Drinkware,6,9.07,18.47,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,54.42,0.0,1,2019,13,여,California,43,EXTRA10,10.0,5000,2449.65,1
5887,USER_0961,Transaction_0869,2019-01-13,Product_0907,Lifestyle,6,1.64,18.47,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,9.84,0.0,1,2019,13,여,California,43,EXTRA10,10.0,5000,2449.65,1
5888,USER_0961,Transaction_0869,2019-01-13,Product_0932,Office,2,4.12,18.47,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,8.24,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5889,USER_0961,Transaction_0869,2019-01-13,Product_0952,Office,6,9.07,18.47,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,54.42,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5890,USER_0961,Transaction_0870,2019-01-13,Product_0184,Office,3,1.64,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,4.92,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5891,USER_0961,Transaction_0870,2019-01-13,Product_0904,Office,1,1.64,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Not Used,1.64,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5892,USER_0961,Transaction_0870,2019-01-13,Product_0931,Office,1,3.29,6.5,Not Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Not Used,3.29,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5893,USER_0961,Transaction_0871,2019-01-13,Product_0849,Bags,8,2.89,57.74,Not Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,23.12,0.0,1,2019,13,여,California,43,AIO10,10.0,5000,2449.65,1
5894,USER_0961,Transaction_0871,2019-01-13,Product_0930,Office,26,1.58,57.74,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Not Used,41.08,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5895,USER_0961,Transaction_0871,2019-01-13,Product_0944,Office,12,3.29,57.74,Not Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,39.480000000000004,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5896,USER_0961,Transaction_0871,2019-01-13,Product_0951,Office,21,2.35,57.74,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Not Used,49.35,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5897,USER_0961,Transaction_0871,2019-01-13,Product_0954,Office,15,3.29,57.74,Not Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,49.35,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5898,USER_0961,Transaction_0871,2019-01-13,Product_0963,Office,15,3.29,57.74,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,49.35,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5899,USER_0961,Transaction_0872,2019-01-13,Product_0954,Office,181,3.18,139.57,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Not Used,575.58,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5900,USER_0961,Transaction_0873,2019-01-13,Product_0981,Nest-USA,1,153.71,6.5,Not Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,153.71,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5901,USER_0961,Transaction_0874,2019-01-13,Product_0844,Bags,36,5.0,64.01,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,180.0,0.0,1,2019,13,여,California,43,AIO10,10.0,5000,2449.65,1
5902,USER_0961,Transaction_0874,2019-01-13,Product_0907,Lifestyle,36,2.0,64.01,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,72.0,0.0,1,2019,13,여,California,43,EXTRA10,10.0,5000,2449.65,1
5903,USER_0961,Transaction_0875,2019-01-13,Product_0983,Nest-USA,2,122.77,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,245.54,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5904,USER_0961,Transaction_0876,2019-01-13,Product_0981,Nest-USA,1,153.71,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,153.71,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5905,USER_0961,Transaction_0877,2019-01-13,Product_0421,Apparel,1,25.78,18.65,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,25.78,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5906,USER_0961,Transaction_0878,2019-01-13,Product_0983,Nest-USA,1,122.77,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,122.77,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5907,USER_0961,Transaction_0879,2019-01-13,Product_0983,Nest-USA,2,122.77,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,245.54,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5908,USER_0961,Transaction_0880,2019-01-13,Product_0062,Apparel,1,17.53,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,17.53,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5909,USER_0961,Transaction_0880,2019-01-13,Product_0238,Apparel,1,19.59,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,19.59,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5910,USER_0961,Transaction_0880,2019-01-13,Product_0296,Apparel,4,17.53,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,70.12,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5911,USER_0961,Transaction_0880,2019-01-13,Product_0312,Apparel,1,17.53,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,17.53,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5912,USER_0961,Transaction_0880,2019-01-13,Product_0313,Apparel,1,17.53,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,17.53,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5913,USER_0961,Transaction_0880,2019-01-13,Product_0422,Apparel,1,25.78,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,25.78,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5914,USER_0961,Transaction_0880,2019-01-13,Product_0423,Apparel,1,25.78,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,25.78,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5915,USER_0961,Transaction_0880,2019-01-13,Product_0460,Apparel,1,41.26,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,41.26,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5916,USER_0961,Transaction_0880,2019-01-13,Product_0502,Apparel,1,25.78,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,25.78,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5917,USER_0961,Transaction_0880,2019-01-13,Product_0520,Apparel,2,57.76,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,115.52,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5918,USER_0961,Transaction_0880,2019-01-13,Product_0521,Apparel,2,57.76,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,115.52,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5919,USER_0961,Transaction_0880,2019-01-13,Product_0948,Office,21,1.23,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Used,25.83,0.0,1,2019,13,여,California,43,OFF10,10.0,5000,2449.65,1
5920,USER_0961,Transaction_0881,2019-01-13,Product_0983,Nest-USA,2,122.77,6.5,Used,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,245.54,0.0,1,2019,13,여,California,43,ELEC10,10.0,5000,2449.65,1
5921,USER_0961,Transaction_0882,2019-01-13,Product_0202,Apparel,1,14.02,6.5,Clicked,3460.9900000000002,67,51.65656716417911,0.18356164383561643,33.97775570776256,2019-01-01,2019-01-01,1,2019-01-13,Clicked,14.02,0.0,1,2019,13,여,California,43,SALE10,10.0,5000,2449.65,1
5922,USER_0531,Transaction_0882,2019-01-13,Product_0891,Drinkware,1,20.62,6.5,Clicked,397.13,19,20.90157894736842,0.052054794520547946,4.261440639269407,2019-01-01,2019-01-01,1,2019-01-13,Not Used,20.62,0.0,1,2019,13,여,California,47,EXTRA10,10.0,5000,2449.65,5
5923,USER_0531,Transaction_0882,2019-01-13,Product_0932,Office,1,4.12,6.5,Not Used,397.13,19,20.90157894736842,0.052054794520547946,4.261440639269407,2019-01-01,2019-01-01,1,2019-01-13,Clicked,4.12,0.0,1,2019,13,여,California,47,OFF10,10.0,5000,2449.65,5
5924,USER_0531,Transaction_0882,2019-01-13,Product_0952,Office,1,9.07,6.5,Clicked,397.13,19,20.90157894736842,0.052054794520547946,4.261440639269407,2019-01-01,2019-01-01,1,2019-01-13,Clicked,9.07,0.0,1,2019,13,여,California,47,OFF10,10.0,5000,2449.65,5
5925,USER_0531,Transaction_0882,2019-01-13,Product_0961,Notebooks & Journals,1,12.37,6.5,Clicked,397.13,19,20.90157894736842,0.052054794520547946,4.261440639269407,2019-01-01,2019-01-01,1,2019-01-13,Used,12.37,0.0,1,2019,13,여,California,47,NJ10,10.0,5000,2449.65,5
5926,USER_0531,Transaction_0882,2019-01-13,Product_1024,Apparel,1,14.02,6.5,Used,397.13,19,20.90157894736842,0.052054794520547946,4.261440639269407,2019-01-01,2019-01-01,1,2019-12-04,Clicked,14.02,325.0,1,2019,13,여,California,47,SALE10,10.0,5000,2449.65,5
5927,USER_0531,Transaction_22615,2019-12-04,Product_0984,Nest-USA,4,80.52,12.99,Clicked,397.13,19,20.90157894736842,0.052054794520547946,4.261440639269407,2019-12-01,2019-01-01,12,2019-12-04,Not Used,322.08,0.0,12,2019,4,여,California,47,ELEC30,30.0,3500,909.19,5
5928,USER_0531,Transaction_22615,2019-12-04,Product_0989,Nest-USA,1,151.88,12.99,Not Used,397.13,19,20.90157894736842,0.052054794520547946,4.261440639269407,2019-12-01,2019-01-01,12,2019-12-04,Used,151.88,0.0,12,2019,4,여,California,47,ELEC30,30.0,3500,909.19,5
